Alabama             AL Ala.          Ala.           01
Alaska              AK Alaska        Alaska   Alas. 02
Arizona             AZ Ariz.         Ariz.    Az.      04
Arkansas            AR Ark.          Ark.       05
California          CA Calif.   Calif.   Ca. Cal. Cali., CF USCG 06
Colorado            CO Colo.         Colo.    Col., CL
Connecticut         CT Conn.         Conn.    Ct.
Delaware            DE Del.          Del.     De., DL
District of ColumbiaDC D.C.          D.C.     Wash., D.C. (Federal district)      11
Florida             FL Fla.          Fla.     Fl. Flor. 12
Georgia (U.S. state)Georgia GA Ga.    Ga.            13
Hawaii              HI Hawaii        Hawaii   H.I., HA<sup>USCG</sup>  15
Idaho               ID Idaho         Idaho    Id. Ida. 16
Illinois            IL Ill.          Ill.     Il. Ills. Ill's 17
Indiana             IN Ind.          Ind.     In.      18
Iowa                IA Iowa          Iowa     Ia. Ioa.<ref>"Ioa." (more typically) "IOA" found in Iowa post office cancellations from the 1870s.</ref>   19
Kansas              KS Kans.         Kan.     Ks. Ka., KA<sup>USCG</sup>      20
Kentucky            KY Ky.           Ky.      Ken. Kent. 21
Louisiana           LA La.           La.            22
Maine               ME Maine         Maine    Me.   23
Maryland            MD Md.           Md.            24
Massachusetts       MA Mass.         Mass.    MS<sup>USCG</sup>      25
Michigan            MI Mich.         Mich.    MC<sup>USCG</sup>      26
Minnesota           MN Minn.         Minn.    Mn.      27
Mississippi         MS Miss.         Miss.    MI<sup>USCG</sup>      28
Missouri            MO Mo.           Mo.            29
Montana             MT Mont.         Mont.          30
Nebraska            NE Nebr.         Neb.     NB<sup>USCG</sup>      31
Nevada              NV Nev.          Nev.     Nv.      32
New Hampshire       NH N.H.          N.H.           33
New Jersey          NJ N.J.          N.J.           34
New Mexico          NM N.&nbsp;Mex.       N.M.     New M. 35
New York            NY N.Y.          N.Y.     N. York 36
North Carolina      NC N.C.          N.C.     N. Car. 37
North Dakota        ND N.&nbsp;Dak.       N.D.            38
Ohio                OH Ohio          Ohio     O. Oh.     39
Oklahoma            OK Okla.         Okla.    Ok.       40
Oregon              Oreg.         Ore.     Or.       41
Pennsylvania        PA Pa.           Pa.      Penn. Penna. 42
Rhode Island        RI R.I.          R.I.       R.I. and P.P.     44
South Carolina      SC S.C.          S.C.     S. Car. 45
South Dakota SD S.&nbsp;Dak. S.D. Sodak       46
Tennessee           TN Tenn.         Tenn.    Tn.       47
Texas               TX Tex.          Texas    Tx.       48
Utah                UT Utah          Utah     Ut.       49
Vermont             VT Vt.           Vt.             50
Virginia            VA Va.           Va.      Virg.       51
Washington (U.S. state)Washington          WA Wash.         Wash.    Wa. Wn.,<ref>[http://digitum.washingtonhistory.org search on WN</ref> WN<sup>USCG</sup>    53
West Virginia       WV W. Va.        W.Va.    W.V. W. Virg.   54
Wisconsin           WI Wis.          Wis.     Wi. Wisc., WS<sup>USCG</sup>  55
Wyoming             WY Wyo.          Wyo.     Wy.       56
American Samoa      AS A.S.                   (Insular area) AS<sup>USCG</sup>       60
Guam                GU Guam                   (Insular area) GU<sup>USCG</sup>       66
Northern Mariana Islands MP M.P.                (Insular area) CM<sup>USCG</sup>        69
Puerto Rico         PR P.R.                   (Insular area) PR<sup>USCG</sup>       72
United States Virgin IslandsVirgin Islands VI V.I.      (Insular area) U.S.V.I., VI<sup>USCG</sup> 78
U.S. Minor Outlying Islands (Insular area) 'UM' is the FIPS alphabetic code for the entire group.  Each individual has a separate numeric FIPS state code listed FIPS state codehere. The U.S. Postal Service does not employ the term U.S. Minor Outlying Islands, as mail for any of these islands is routed indirectly (use PR, HI, AA AP) 
Federated States of Micronesia FM (Freely associated state) 64
Marshall Islands MH (Freely associated state) 68
Palau PW (Freely associated state) 70
Armed Forces <br>- Americas (except Canada) AA (US Military mail) 
Armed Forces <br>- Europe <br>- Canada <br>- Middle East <br>- Africa AE (US Military mail) 
Armed Forces <br>- Pacific AP (US Military mail) 
Panama Canal ZoneCanal Zone CZ C.Z.            (Obsolete code)     
Commonwealth of the PhilippinesPhilippine Islands PI (Obsolete code) 
Trust Territory of the Pacific Islands TT (Obsolete code) 
Commonwealth of the Northern Mariana Islands CM (Obsolete code)  Changed to MP in 1988 to match ISO 3166-1 and FIPS Alpha Code. 
